epoch,train_loss,train_acc,test_loss,test_acc
1,0.6289233881284376,0.6704227275831456,0.6104283153571186,0.6886096694892107
2,0.5874106479433564,0.6936420132486513,0.5880600477593481,0.6817809341709915
3,0.6018877877674899,0.6921395888820597,0.5876116861381416,0.6987161977601748
4,0.5813210611032233,0.7023150993648842,0.5789676468673869,0.6853318765364654
5,0.5978408907106696,0.6982175783650891,0.5760644398338644,0.692706910680142
6,0.583359086667385,0.7040906917981288,0.5921022060528963,0.685878175361923
7,0.5713845903590298,0.7036809396981493,0.5814532598521793,0.7003550942365474
8,0.570718936582964,0.7082565048145871,0.5890602286283321,0.6957115542201584
9,0.5703384548981301,0.7098272211978419,0.5724739342463925,0.7006282436492761
10,0.5711318066616263,0.7075052926312914,0.5796786958615788,0.6965310024583448
11,0.5674844368440503,0.7088028409478931,0.5759193280849649,0.6937995083310571
12,0.5685164213449196,0.7086662569145666,0.5774781556443352,0.6921606118546845
13,0.5682737969728568,0.7128320699310251,0.5730839797265866,0.7011745424747337
14,0.568049927387685,0.7085979648979034,0.5766741346218845,0.6995356459983612
15,0.5652945977632183,0.7139247421976371,0.5754973862022039,0.7011745424747337
16,0.5673554388196027,0.7148125384142594,0.5770899289392181,0.6935263589183284
17,0.5654857825045946,0.7122857337977191,0.5804311098605679,0.6897022671401256
18,0.5661816248955284,0.7131735300143414,0.5701966492962361,0.6978967495219885
19,0.5639346868892694,0.7116028136310866,0.5730327399693301,0.7058180824911227
20,0.5646017503275992,0.7117393976644131,0.5727587856252608,0.7006282436492761
21,0.5665155111794946,0.7122174417810558,0.5720932225945282,0.7028134389511063
22,0.5652518005556872,0.7134466980809944,0.5845445206470745,0.7006282436492761
23,0.5619874854707526,0.7153588745475654,0.5945047388731929,0.6815077847582628
24,0.5632273120680834,0.7158369186642082,0.5797860425080604,0.6877902212510243
25,0.5644298606717357,0.7153588745475654,0.5764460009780942,0.6981698989347173
26,0.5608266270251041,0.7135149900976576,0.5879968560741625,0.6872439224255668
27,0.5600283328630247,0.7182954312640852,0.5711621609713594,0.7017208413001912
28,0.5604536391660864,0.7153588745475654,0.5722349830677977,0.7033597377765638
29,0.5602649070807414,0.7143344942976166,0.5704156445760084,0.7000819448238186
30,0.5599511424423623,0.7169978829474835,0.5704101908242758,0.7090958754438678
31,0.5607919396659207,0.720139315713993,0.5735790117683712,0.6959847036328872
32,0.5618918930084777,0.7147442463975962,0.5708614530637596,0.7011745424747337
33,0.5598219913378167,0.7135149900976576,0.574361382986932,0.7082764272056815
34,0.5604611500433166,0.7173393430307997,0.5786438342392428,0.6968041518710735
35,0.5568342861163358,0.7196612715973503,0.5910539502037317,0.7071838295547664
36,0.5596634740102635,0.7187051833640647,0.58686263725361,0.7080032777929527
37,0.5586125874001577,0.7180905552140955,0.5738030847419451,0.7112810707456979
38,0.5586122135960371,0.7149491224475859,0.5803045523977449,0.7071838295547664
39,0.557912478081102,0.717407635047463,0.5725903348888866,0.7028134389511063
40,0.5618449869535582,0.7177490951307792,0.5693540664130761,0.7058180824911227
41,0.5564734426578977,0.7212319879806051,0.5858043220908679,0.6932532095055995
42,0.5580703915162775,0.7195246875640238,0.577822468590782,0.7033597377765638
43,0.5607779326273152,0.7186368913474015,0.5779185532644388,0.7112810707456979
44,0.5574768937379784,0.7206173598306358,0.5776738260033938,0.7066375307293089
45,0.5568447445924349,0.7217783241139111,0.5803113314532999,0.7082764272056815
46,0.5605569308099465,0.7200027316806665,0.5910695788639551,0.7093690248565966
47,0.5594601582562525,0.7187051833640647,0.5717729138598615,0.7044523354274789
48,0.5558636199110788,0.7186368913474015,0.5709972098628474,0.7025402895383774
49,0.556695129973457,0.7193881035306973,0.5683731768698486,0.703086588363835
50,0.5545563145241662,0.7225295362972068,0.5693514289116149,0.7131931166347992
51,0.5571956558687671,0.7191149354640443,0.5739427016947771,0.7126468178093417
52,0.5585023535003771,0.7202758997473195,0.580655627467534,0.7060912319038514
53,0.5565804447936757,0.7180222631974322,0.5718105147198164,0.7071838295547664
54,0.5554528218417808,0.7206173598306358,0.5766135166330241,0.7069106801420377
55,0.5557668560931797,0.7180222631974322,0.5802609350667629,0.7063643813165802
56,0.5556750921882958,0.7221197841972273,0.6176026670928211,0.6083037421469544
57,0.5583744001528576,0.7212319879806051,0.5886616741852237,0.7063643813165802
58,0.5562243184487791,0.7228709963805231,0.5705282181965396,0.7033597377765638
59,0.5564253831718948,0.7229392883971864,0.5707931905879052,0.707730128380224
60,0.5541637164561514,0.7212319879806051,0.5692917875044009,0.7137394154602568
61,0.5573119528467991,0.7200710236973298,0.5729383425418225,0.7003550942365474
62,0.5555941675201528,0.7193881035306973,0.5746081243997974,0.7055449330783938
63,0.5566151558860342,0.7214368640305948,0.5682832063693422,0.7112810707456979
64,0.5561425607891378,0.7206173598306358,0.5829635137288631,0.6888828189019394
65,0.5570907306941425,0.7200710236973298,0.5711765801017644,0.7104616225075117
66,0.5575102941183773,0.7222563682305538,0.5730233068057209,0.7110079213329691
67,0.55405788756879,0.7221197841972273,0.5718184539249965,0.7161977601748156
68,0.5558471385429509,0.7219149081472376,0.5755500511307756,0.7033597377765638
69,0.5528857000805613,0.7249197568804207,0.5776117541072995,0.7129199672220705
70,0.5570244357322626,0.7223246602472171,0.6022896991014416,0.7085495766184102
71,0.5523203474645088,0.7248514648637574,0.571094013129841,0.7014476918874625
72,0.5588983695770656,0.7208222358806256,0.5827272736417306,0.7066375307293089
73,0.5537059912954793,0.7220514921805641,0.5694259102309998,0.7121005189838842
74,0.5532500841599185,0.7260124291470327,0.5887523280307589,0.7140125648729855
75,0.5534102889729973,0.7239636686471351,0.5698181549990252,0.708822726031139
76,0.5549365130676025,0.7248514648637574,0.582705916569748,0.7107347719202404
77,0.5552234244152862,0.7228709963805231,0.5814061647749638,0.7131931166347992
78,0.55474771932607,0.7241002526804616,0.577576981301322,0.7118273695711554
79,0.5548080744895096,0.7228709963805231,0.5688052453880132,0.7052717836656651
80,0.556237809129534,0.7189783514307178,0.5832345312620505,0.6880633706637531
81,0.5545650859401093,0.7226661203305333,0.5747139197788222,0.713466266047528
82,0.5554671485486077,0.7238270846138086,0.5655902986219105,0.7063643813165802
83,0.5596372953637135,0.7259441371303694,0.5685093685337442,0.7049986342529364
84,0.556741398544021,0.7237587925971454,0.5717684314473018,0.7142857142857143
85,0.5547521013970308,0.7244417127637779,0.5679745944397464,0.70417918601475
86,0.5545941292812189,0.7242368367137881,0.5670152987752642,0.7110079213329691
87,0.5544021350596761,0.7258075530970429,0.5827935199143619,0.708822726031139
88,0.553624975034499,0.7249197568804207,0.5781596018720344,0.7096421742693253
89,0.5542370423075199,0.7244417127637779,0.5945681470627668,0.7183829554766458
90,0.5527888553549437,0.7249880488970839,0.5729819782214619,0.714558863698443
91,0.5563022540048409,0.7243734207471146,0.5836456176916194,0.703086588363835
92,0.5541760419420163,0.7228027043638598,0.5755371656843757,0.6995356459983612
93,0.553870361342844,0.71986614764734,0.5695571521369853,0.7112810707456979
94,0.5550614932513437,0.7242368367137881,0.5702178634701124,0.7066375307293089
95,0.5516759789861927,0.7251929249470737,0.5739262436003478,0.70417918601475
96,0.5547414448941363,0.7231441644471761,0.5725738111007282,0.7003550942365474
97,0.5541735278211118,0.7222563682305538,0.5827878145890235,0.6992624965856323
98,0.5538398463922406,0.7240319606637984,0.5963135362159877,0.7093690248565966
99,0.5526501449382282,0.7255343850303899,0.5706148075132674,0.7101884730947828
100,0.552372312917008,0.7247831728470941,0.5719848894675681,0.7033597377765638
